BallUniqueID,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,IsBowlerWicket,BallName,CommentStrikers,IsExtra,IsMaiden,BowlTypeName,ShotType,IsBouncer,BallCount,TotalRuns,BOWLING_LINE_ID,BOWLING_LENGTH_ID,IsFifty,IsHundred,IsHattrick
309943,4,884,2,13,Chennai Super Kings,Devon Conway,Bhuvneshwar Kumar,,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0.4,Bhuvneshwar Kumar TO Devon Conway,0,0,INSWINGER,FORWARD PUSH,0,4,5,Leg stump,Good Length,0,0,0
309944,5,884,2,13,Chennai Super Kings,Devon Conway,Bhuvneshwar Kumar,,1,5,1 (LB),0,0,0,0,1,1,0,0,0,1,0,0,0,,0,0.5,Bhuvneshwar Kumar TO Devon Conway,1,0,INSWINGER,LEG GLANCE,0,5,6,Leg stump,Short of Good Length,0,0,0
309945,6,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Bhuvneshwar Kumar,,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0.6,Bhuvneshwar Kumar TO Ruturaj Gaikwad,0,0,OUTSWINGER,LEFT ALONE,0,6,6,Outside Off stump,Good Length,0,0,0
309946,1,884,2,13,Chennai Super Kings,Devon Conway,Marco Jansen,,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,1.1,Marco Jansen TO Devon Conway,0,0,OUTSWINGER,LOFTED ON DRIVE,0,1,8,Off stump,Good Length,0,0,0
309947,2,884,2,13,Chennai Super Kings,Devon Conway,Marco Jansen,,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1.2,Marco Jansen TO Devon Conway,0,0,ANGLED IN,FORWARD PUSH,0,2,8,Outside Off stump,Good Length,0,0,0
309948,3,884,2,13,Chennai Super Kings,Devon Conway,Marco Jansen,,2,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,1.3,Marco Jansen TO Devon Conway,0,0,OUTSWINGER,LOFTED OFF DRIVE,0,3,12,Off stump,Full Length,0,0,0
309949,4,884,2,13,Chennai Super Kings,Devon Conway,Marco Jansen,,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1.4,Marco Jansen TO Devon Conway,0,0,OUTSWINGER,FRONTFOOT PULL SHOT,0,4,12,Outside Off stump,Short of Good Length,0,0,0
309950,5,884,2,13,Chennai Super Kings,Devon Conway,Marco Jansen,,2,5,1 (LB),0,0,0,0,1,1,0,0,0,1,0,0,0,,0,1.5,Marco Jansen TO Devon Conway,1,0,ANGLED IN,FRONTFOOT FLICK,0,5,13,Off stump,Good Length,0,0,0
309951,6,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Marco Jansen,,2,6,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,1.6,Marco Jansen TO Ruturaj Gaikwad,0,0,INSWINGER,LEG GLANCE,0,6,17,Outside Leg stump,Good Length,0,0,0
309952,1,884,2,13,Chennai Super Kings,Devon Conway,Aiden Markram,,3,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,2.1,Aiden Markram TO Devon Conway,0,0,OFF SPIN,CUT SHOT,0,1,21,Outside Off stump,Good Length,0,0,0
309953,2,884,2,13,Chennai Super Kings,Devon Conway,Aiden Markram,,3,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,2.2,Aiden Markram TO Devon Conway,0,0,OFF SPIN,BACKFOOT COVERDRIVE,0,2,25,Off stump,Good Length,0,0,0
309954,3,884,2,13,Chennai Super Kings,Devon Conway,Aiden Markram,,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,2.3,Aiden Markram TO Devon Conway,0,0,OFF SPIN,BACKFOOT COVERDRIVE,0,3,25,Outside Off stump,Short of Good Length,0,0,0
309955,4,884,2,13,Chennai Super Kings,Devon Conway,Aiden Markram,,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,2.4,Aiden Markram TO Devon Conway,0,0,OFF SPIN,FORWARD PUSH,0,4,26,Leg stump,Good Length,0,0,0
309956,5,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Aiden Markram,,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,2.5,Aiden Markram TO Ruturaj Gaikwad,0,0,OFF SPIN,BACKFOOT DEFENCE,0,5,26,Off stump,Good Length,0,0,0
309957,6,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Aiden Markram,,3,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,2.6,Aiden Markram TO Ruturaj Gaikwad,0,0,OFF SPIN,CUT SHOT,0,6,28,Outside Off stump,Good Length,0,0,0
309958,1,884,2,13,Chennai Super Kings,Devon Conway,Marco Jansen,,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,3.1,Marco Jansen TO Devon Conway,0,0,STRAIGHT BALL,CUT SHOT,0,1,28,Outside Off stump,Short of Good Length,0,0,0
309959,2,884,2,13,Chennai Super Kings,Devon Conway,Marco Jansen,,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,3.2,Marco Jansen TO Devon Conway,0,0,ANGLED IN,FRONTFOOT PULL SHOT,0,2,28,Outside Off stump,Short of Good Length,0,0,0
309960,3,884,2,13,Chennai Super Kings,Devon Conway,Marco Jansen,,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,3.3,Marco Jansen TO Devon Conway,0,0,OFF CUTTER,BACKFOOT PUSH,0,3,29,Outside Off stump,Good Length,0,0,0
309961,4,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Marco Jansen,,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,3.4,Marco Jansen TO Ruturaj Gaikwad,0,0,STRAIGHT BALL,BACKFOOT PUSH,0,4,30,Outside Leg stump,Good Length,0,0,0
309962,5,884,2,13,Chennai Super Kings,Devon Conway,Marco Jansen,,4,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,3.5,Marco Jansen TO Devon Conway,0,0,ANGLED IN,BACKFOOT DEFENCE,0,5,31,Outside Off stump,Short of Good Length,0,0,0
309963,6,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Marco Jansen,,4,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,3.6,Marco Jansen TO Ruturaj Gaikwad,0,0,STRAIGHT BALL,BACKFOOT DEFENCE,0,6,32,Outside Leg stump,Short of Good Length,0,0,0
309964,1,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Bhuvneshwar Kumar,,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,4.1,Bhuvneshwar Kumar TO Ruturaj Gaikwad,0,0,STRAIGHT BALL,BACKFOOT PUSH,0,1,32,Outside Off stump,Short of Good Length,0,0,0
309965,2,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Bhuvneshwar Kumar,,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,4.2,Bhuvneshwar Kumar TO Ruturaj Gaikwad,0,0,LEGCUTTER,LEG GLANCE,0,2,33,Leg stump,Good Length,0,0,0
309966,3,884,2,13,Chennai Super Kings,Devon Conway,Bhuvneshwar Kumar,,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,4.3,Bhuvneshwar Kumar TO Devon Conway,0,0,ANGLED ACROSS,BACKFOOT PUSH,0,3,33,Middle stump,Short of Good Length,0,0,0
309967,4,884,2,13,Chennai Super Kings,Devon Conway,Bhuvneshwar Kumar,,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,4.4,Bhuvneshwar Kumar TO Devon Conway,0,0,ANGLED ACROSS,BACKFOOT DEFENCE,0,4,34,Off stump,Short of Good Length,0,0,0
309968,5,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Bhuvneshwar Kumar,,5,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0,,0,4.5,Bhuvneshwar Kumar TO Ruturaj Gaikwad,0,0,LEGCUTTER,BACKFOOT ON DRIVE,0,5,37,Outside Off stump,Short of Good Length,0,0,0
309969,6,884,2,13,Chennai Super Kings,Devon Conway,Bhuvneshwar Kumar,,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,4.6,Bhuvneshwar Kumar TO Devon Conway,0,0,ANGLED ACROSS,BACKFOOT COVERDRIVE,0,6,37,Outside Off stump,Good Length,0,0,0
309970,1,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Marco Jansen,,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,5.1,Marco Jansen TO Ruturaj Gaikwad,0,0,ANGLED ACROSS,BACKFOOT DEFENCE,0,1,38,Outside Leg stump,Good Length,0,0,0
309971,2,884,2,13,Chennai Super Kings,Devon Conway,Marco Jansen,,6,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,5.2,Marco Jansen TO Devon Conway,0,0,ANGLED IN,SCOOP,0,2,42,Outside Off stump,Short of Good Length,0,0,0
309972,3,884,2,13,Chennai Super Kings,Devon Conway,Marco Jansen,,6,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,5.3,Marco Jansen TO Devon Conway,0,0,OFF CUTTER,SCOOP,0,3,46,Off stump,Full Length,0,0,0
309973,4,884,2,13,Chennai Super Kings,Devon Conway,Marco Jansen,,6,4,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,0,5.4,Marco Jansen TO Devon Conway,0,0,BOUNCER,BACKFOOT PULL SHOT,1,4,52,Outside Off stump,Short Length,1,0,0
309974,5,884,2,13,Chennai Super Kings,Devon Conway,Marco Jansen,,6,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,5.5,Marco Jansen TO Devon Conway,0,0,STRAIGHT BALL,LATE CUT,0,5,56,Outside Off stump,Short of Good Length,0,0,0
309975,6,884,2,13,Chennai Super Kings,Devon Conway,Marco Jansen,,6,6,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,5.6,Marco Jansen TO Devon Conway,0,0,STRAIGHT BALL,GLIDE,0,6,60,Outside Off stump,Good Length,0,0,0
309976,1,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Washington Sundar,,7,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,6.1,Washington Sundar TO Ruturaj Gaikwad,0,0,OFF SPIN,BACKFOOT PUSH,0,1,62,Outside Leg stump,Good Length,0,0,0
309977,2,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Washington Sundar,,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,6.2,Washington Sundar TO Ruturaj Gaikwad,0,0,OFF SPIN,BACKFOOT ON DRIVE,0,2,63,Outside Leg stump,Short of Good Length,0,0,0
309978,3,884,2,13,Chennai Super Kings,Devon Conway,Washington Sundar,,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,6.3,Washington Sundar TO Devon Conway,0,0,OFF SPIN,FORWARD DEFENCE,0,3,63,Off stump,Good Length,0,0,0
309979,4,884,2,13,Chennai Super Kings,Devon Conway,Washington Sundar,,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,6.4,Washington Sundar TO Devon Conway,0,0,OFF SPIN,BACKFOOT COVERDRIVE,0,4,64,Outside Off stump,Good Length,0,0,0
309980,5,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Washington Sundar,,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,6.5,Washington Sundar TO Ruturaj Gaikwad,0,0,ARM BALL,CUT SHOT,0,5,65,Middle stump,Short of Good Length,0,0,0
309981,6,884,2,13,Chennai Super Kings,Devon Conway,Washington Sundar,,7,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,6.6,Washington Sundar TO Devon Conway,0,0,ARM BALL,LEG GLANCE,0,6,66,Off stump,Short of Good Length,0,0,0
309982,1,884,2,13,Chennai Super Kings,Devon Conway,Mayank Markande,,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,7.1,Mayank Markande TO Devon Conway,0,0,LEG SPIN,BACKFOOT PUSH,0,1,67,Off stump,Good Length,0,0,0
309983,2,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Mayank Markande,,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,7.2,Mayank Markande TO Ruturaj Gaikwad,0,0,GOOGLY,BACKFOOT PULL SHOT,0,2,68,Off stump,Good Length,0,0,0
309984,3,884,2,13,Chennai Super Kings,Devon Conway,Mayank Markande,,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,7.3,Mayank Markande TO Devon Conway,0,0,GOOGLY,BACKFOOT PUSH,0,3,68,Off stump,Good Length,0,0,0
309985,4,884,2,13,Chennai Super Kings,Devon Conway,Mayank Markande,,8,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,7.4,Mayank Markande TO Devon Conway,0,0,LEG SPIN,BACKFOOT ON DRIVE,0,4,69,Leg stump,Good Length,0,0,0
309986,5,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Mayank Markande,,8,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,7.5,Mayank Markande TO Ruturaj Gaikwad,0,0,LEG SPIN,BACKFOOT PUSH,0,5,69,Outside Off stump,Good Length,0,0,0
309987,6,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Mayank Markande,,8,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,7.6,Mayank Markande TO Ruturaj Gaikwad,0,0,LEG SPIN,FORWARD PUSH,0,6,70,Outside Off stump,Full Length,0,0,0
309988,1,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Umran Malik,,9,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,8.1,Umran Malik TO Ruturaj Gaikwad,0,0,BOUNCER,BACKFOOT PULL SHOT,1,1,72,Outside Off stump,Short Length,0,0,0
309989,2,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Umran Malik,,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,8.2,Umran Malik TO Ruturaj Gaikwad,0,0,ANGLED IN,BACKFOOT PUSH,0,2,72,Outside Off stump,Short of Good Length,0,0,0
309990,3,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Umran Malik,,9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,8.3,Umran Malik TO Ruturaj Gaikwad,0,0,STRAIGHT BALL,BACKFOOT COVERDRIVE,0,3,73,Outside Off stump,Short of Good Length,0,0,0
309991,4,884,2,13,Chennai Super Kings,Devon Conway,Umran Malik,,9,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,8.4,Umran Malik TO Devon Conway,0,0,ANGLED IN,FRONTFOOT FLICK,0,4,74,Off stump,Good Length,0,0,0
309992,5,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Umran Malik,,9,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,8.5,Umran Malik TO Ruturaj Gaikwad,0,0,ANGLED IN,BACKFOOT ON DRIVE,0,5,76,Outside Off stump,Short of Good Length,0,0,0
309993,6,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Umran Malik,,9,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,8.6,Umran Malik TO Ruturaj Gaikwad,0,0,ANGLED IN,BACKFOOT DEFENCE,0,6,77,Outside Off stump,Short of Good Length,0,0,0
309994,1,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Mayank Markande,,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,9.1,Mayank Markande TO Ruturaj Gaikwad,0,0,LEG SPIN,CUT SHOT,0,1,78,Middle stump,Good Length,0,0,0
309995,2,884,2,13,Chennai Super Kings,Devon Conway,Mayank Markande,,10,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,9.2,Mayank Markande TO Devon Conway,0,0,LEG SPIN,REVERSE SWEEP,0,2,79,Leg stump,Good Length,0,0,0
309996,3,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Mayank Markande,,10,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,9.3,Mayank Markande TO Ruturaj Gaikwad,0,0,LEG SPIN,LOFTED COVER DRIVE,0,3,81,Outside Off stump,Good Length,0,0,0
309997,4,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Mayank Markande,,10,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,9.4,Mayank Markande TO Ruturaj Gaikwad,0,0,LEG SPIN,BACKFOOT PUSH,0,4,82,Off stump,Good Length,0,0,0
309998,5,884,2,13,Chennai Super Kings,Devon Conway,Mayank Markande,,10,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,9.5,Mayank Markande TO Devon Conway,0,0,LEG SPIN,BACKFOOT COVERDRIVE,0,5,86,Outside Off stump,Good Length,0,0,0
309999,6,884,2,13,Chennai Super Kings,Devon Conway,Mayank Markande,,10,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,9.6,Mayank Markande TO Devon Conway,0,0,GOOGLY,BACKFOOT PUSH,0,6,86,Outside Leg stump,Good Length,0,0,0
310000,1,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Umran Malik,,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,10.1,Umran Malik TO Ruturaj Gaikwad,0,0,ANGLED IN,FORWARD DEFENCE,0,1,86,Off stump,Yorker,0,0,0
310001,2,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Umran Malik,,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,10.2,Umran Malik TO Ruturaj Gaikwad,0,0,ANGLED IN,BACKFOOT PUSH,0,2,86,Outside Off stump,Short of Good Length,0,0,0
310002,3,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Umran Malik,,11,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,10.3,Umran Malik TO Ruturaj Gaikwad,0,0,BOUNCER,BACKFOOT PULL SHOT,1,3,86,Outside Off stump,Short Length,0,0,0
310003,4,884,2,13,Chennai Super Kings,Ruturaj Gaikwad,Umran Malik,,11,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,10.4,Umran Malik TO Ruturaj Gaikwad,0,0,LEGCUTTER,FRONTFOOT OFF DRIVE,0,4,87,Outside Off stump,Full Length,0,0,0
310004,5,884,2,13,Chennai Super Kings,Devon Conway,Umran Malik,,11,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,10.5,Umran Malik TO Devon Conway,0,0,ANGLED IN,BACKFOOT DEFENCE,0,5,87,Outside Off stump,Good Length,0,0,0
310005,6,884,2,13,Chennai Super Kings,Devon Conway,Umran Malik,,11,6,0 WK,0,0,0,0,1,0,0,0,0,0,0,0,1,Run Out,0,10.6,Umran Malik TO Devon Conway,0,0,ANGLED IN,FRONTFOOT STRAIGHT DRIVE,0,6,87,Off stump,Full Length,0,0,0
310006,1,884,2,13,Chennai Super Kings,Ajinkya Rahane,Mayank Dagar,,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,11.1,Mayank Dagar TO Ajinkya Rahane,0,0,ORTHODOX,FORWARD PUSH,0,1,88,Outside Leg stump,Full Length,0,0,0
310007,2,884,2,13,Chennai Super Kings,Devon Conway,Mayank Dagar,,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,11.2,Mayank Dagar TO Devon Conway,0,0,ORTHODOX,CUT SHOT,0,2,88,Outside Off stump,Good Length,0,0,0
310008,3,884,2,13,Chennai Super Kings,Devon Conway,Mayank Dagar,,12,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,11.3,Mayank Dagar TO Devon Conway,0,0,ARM BALL,SLOG SWEEP,0,3,89,Off stump,Full Length,0,0,0
310009,4,884,2,13,Chennai Super Kings,Ajinkya Rahane,Mayank Dagar,,12,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,11.4,Mayank Dagar TO Ajinkya Rahane,0,0,ORTHODOX,FRONTFOOT ON DRIVE,0,4,90,Off stump,Full Length,0,0,0
310010,5,884,2,13,Chennai Super Kings,Devon Conway,Mayank Dagar,,12,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,11.5,Mayank Dagar TO Devon Conway,0,0,ARM BALL,LOFTED OFF DRIVE,0,5,90,Outside Off stump,Good Length,0,0,0
310011,6,884,2,13,Chennai Super Kings,Devon Conway,Mayank Dagar,,12,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,11.6,Mayank Dagar TO Devon Conway,0,0,ORTHODOX,BACKFOOT ON DRIVE,0,6,91,Leg stump,Short of Good Length,0,0,0
310012,1,884,2,13,Chennai Super Kings,Devon Conway,Washington Sundar,,13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,12.1,Washington Sundar TO Devon Conway,0,0,OFF SPIN,FRONTFOOT OFF DRIVE,0,1,92,Outside Off stump,Good Length,0,0,0
310013,2,884,2,13,Chennai Super Kings,Ajinkya Rahane,Washington Sundar,,13,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,12.2,Washington Sundar TO Ajinkya Rahane,0,0,OFF SPIN,FRONTFOOT ON DRIVE,0,2,93,Leg stump,Full Length,0,0,0
310014,3,884,2,13,Chennai Super Kings,Devon Conway,Washington Sundar,,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,12.3,Washington Sundar TO Devon Conway,0,0,ARM BALL,BACKFOOT PUSH,0,3,93,Outside Off stump,Good Length,0,0,0
310015,4,884,2,13,Chennai Super Kings,Devon Conway,Washington Sundar,,13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,12.4,Washington Sundar TO Devon Conway,0,0,ARM BALL,FRONTFOOT OFF DRIVE,0,4,93,Outside Off stump,Good Length,0,0,0
310016,5,884,2,13,Chennai Super Kings,Devon Conway,Washington Sundar,,13,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,12.5,Washington Sundar TO Devon Conway,0,0,OFF SPIN,FRONTFOOT ON DRIVE,0,5,94,Off stump,Full Length,0,0,0
310017,6,884,2,13,Chennai Super Kings,Ajinkya Rahane,Washington Sundar,,13,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,12.6,Washington Sundar TO Ajinkya Rahane,0,0,ARM BALL,FRONTFOOT FLICK,0,6,95,Outside Leg stump,Good Length,0,0,0
310018,1,884,2,13,Chennai Super Kings,Ajinkya Rahane,Mayank Dagar,,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,13.1,Mayank Dagar TO Ajinkya Rahane,0,0,ORTHODOX,BACKFOOT DEFENCE,0,1,95,Leg stump,Good Length,0,0,0
310019,2,884,2,13,Chennai Super Kings,Ajinkya Rahane,Mayank Dagar,,14,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,13.2,Mayank Dagar TO Ajinkya Rahane,0,0,ORTHODOX,CHIP SHOT,0,2,97,Leg stump,Full Length,0,0,0
310020,3,884,2,13,Chennai Super Kings,Ajinkya Rahane,Mayank Dagar,,14,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,13.3,Mayank Dagar TO Ajinkya Rahane,0,0,ORTHODOX,BACKFOOT ON DRIVE,0,3,98,Off stump,Good Length,0,0,0
310021,4,884,2,13,Chennai Super Kings,Devon Conway,Mayank Dagar,,14,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,13.4,Mayank Dagar TO Devon Conway,0,0,ORTHODOX,BACKFOOT COVERDRIVE,0,4,102,Outside Off stump,Good Length,0,1,0
310022,5,884,2,13,Chennai Super Kings,Devon Conway,Mayank Dagar,,14,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,13.5,Mayank Dagar TO Devon Conway,0,0,ORTHODOX,BACKFOOT ON DRIVE,0,5,103,Middle stump,Short of Good Length,0,0,0
310023,6,884,2,13,Chennai Super Kings,Ajinkya Rahane,Mayank Dagar,,14,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,13.6,Mayank Dagar TO Ajinkya Rahane,0,0,ORTHODOX,FRONTFOOT ON DRIVE,0,6,104,Leg stump,Full Length,0,0,0
310024,1,884,2,13,Chennai Super Kings,Ajinkya Rahane,Mayank Markande,,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,14.1,Mayank Markande TO Ajinkya Rahane,0,0,LEG SPIN,FRONTFOOT OFF DRIVE,0,1,105,Off stump,Full Length,0,0,0
310025,2,884,2,13,Chennai Super Kings,Devon Conway,Mayank Markande,,15,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,14.2,Mayank Markande TO Devon Conway,0,0,GOOGLY,FRONTFOOT STRAIGHT DRIVE,0,2,109,Outside Off stump,Full Length,0,0,0
310026,3,884,2,13,Chennai Super Kings,Devon Conway,Mayank Markande,,15,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,14.3,Mayank Markande TO Devon Conway,0,0,GOOGLY,BACKFOOT ON DRIVE,0,3,110,Leg stump,Short of Good Length,0,0,0
310027,4,884,2,13,Chennai Super Kings,Ajinkya Rahane,Mayank Markande,,15,4,0 WK,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,1,14.4,Mayank Markande TO Ajinkya Rahane,0,0,TOP SPINNER,STEP DOWN ON DRIVE,0,4,110,Outside Off stump,Good Length,0,0,0
310028,5,884,2,13,Chennai Super Kings,Ambati Rayudu,Mayank Markande,,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,14.5,Mayank Markande TO Ambati Rayudu,0,0,LEG SPIN,BACKFOOT DEFENCE,0,5,110,Outside Off stump,Good Length,0,0,0
310029,6,884,2,13,Chennai Super Kings,Ambati Rayudu,Mayank Markande,,15,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,14.6,Mayank Markande TO Ambati Rayudu,0,0,GOOGLY,FORWARD PUSH,0,6,111,Outside Off stump,Good Length,0,0,0
310030,1,884,2,13,Chennai Super Kings,Ambati Rayudu,Mayank Dagar,,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,15.1,Mayank Dagar TO Ambati Rayudu,0,0,ORTHODOX,FRONTFOOT STRAIGHT DRIVE,0,1,111,Leg stump,Full Length,0,0,0
310031,2,884,2,13,Chennai Super Kings,Ambati Rayudu,Mayank Dagar,,16,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,15.2,Mayank Dagar TO Ambati Rayudu,0,0,ORTHODOX,LATE CUT,0,2,113,Off stump,Good Length,0,0,0
310032,3,884,2,13,Chennai Super Kings,Ambati Rayudu,Mayank Dagar,,16,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,15.3,Mayank Dagar TO Ambati Rayudu,0,0,ARM BALL,STEP DOWN DEFENCE,0,3,113,Outside Off stump,Good Length,0,0,0
310033,4,884,2,13,Chennai Super Kings,Ambati Rayudu,Mayank Dagar,,16,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,15.4,Mayank Dagar TO Ambati Rayudu,0,0,ARM BALL,BACKFOOT PUSH,0,4,114,Off stump,Good Length,0,0,0
310034,5,884,2,13,Chennai Super Kings,Devon Conway,Mayank Dagar,,16,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,15.5,Mayank Dagar TO Devon Conway,0,0,ORTHODOX,BACKFOOT PULL SHOT,0,5,115,Outside Off stump,Good Length,0,0,0
